-2.500	-2.100	0.000	30.000	0.007	0.000	0.001	0.001	0.001
-2.500	-2.100	30.000	32.000	0.075	0.003	0.003	0.001	0.003
-2.500	-2.100	32.000	33.000	0.223	0.005	0.005	0.007	0.004
-2.500	-2.100	33.000	34.000	0.418	0.006	0.006	0.004	0.008
-2.500	-2.100	34.000	35.000	0.607	0.005	0.005	0.010	0.005
-2.500	-2.100	35.000	36.000	0.733	0.005	0.005	0.003	0.011
-2.500	-2.100	36.000	37.000	0.800	0.004	0.004	0.004	0.010
-2.500	-2.100	37.000	38.000	0.835	0.003	0.003	0.003	0.010
-2.500	-2.100	38.000	40.000	0.854	0.002	0.002	0.006	0.009
-2.500	-2.100	40.000	45.000	0.872	0.001	0.001	0.001	0.001
-2.500	-2.100	45.000	50.000	0.886	0.001	0.001	0.002	0.001
-2.500	-2.100	50.000	60.000	0.896	0.002	0.002	0.002	0.004
-2.500	-2.100	60.000	100.000	0.908	0.004	0.003	0.004	0.005
-2.500	-2.100	100.000	200.000	0.936	0.008	0.008	0.006	0.008
-2.100	-1.570	0.000	30.000	0.003	0.000	0.000	0.001	0.001
-2.100	-1.570	30.000	32.000	0.069	0.002	0.002	0.001	0.003
-2.100	-1.570	32.000	33.000	0.341	0.004	0.004	0.006	0.008
-2.100	-1.570	33.000	34.000	0.614	0.004	0.004	0.005	0.005
-2.100	-1.570	34.000	35.000	0.764	0.003	0.003	0.009	0.006
-2.100	-1.570	35.000	36.000	0.824	0.003	0.003	0.001	0.006
-2.100	-1.570	36.000	37.000	0.851	0.002	0.002	0.002	0.002
-2.100	-1.570	37.000	38.000	0.868	0.002	0.002	0.001	0.004
-2.100	-1.570	38.000	40.000	0.882	0.001	0.001	0.003	0.004
-2.100	-1.570	40.000	45.000	0.902	0.001	0.001	0.000	0.000
-2.100	-1.570	45.000	50.000	0.919	0.001	0.001	0.000	0.001
-2.100	-1.570	50.000	60.000	0.925	0.001	0.001	0.001	0.001
-2.100	-1.570	60.000	100.000	0.938	0.002	0.002	0.003	0.004
-2.100	-1.570	100.000	200.000	0.962	0.004	0.004	0.008	0.003
-1.570	-1.440	0.000	30.000	0.029	0.002	0.002	0.004	0.004
-1.570	-1.440	30.000	32.000	0.178	0.007	0.007	0.012	0.011
-1.570	-1.440	32.000	33.000	0.354	0.011	0.011	0.027	0.030
-1.570	-1.440	33.000	34.000	0.495	0.010	0.010	0.012	0.008
-1.570	-1.440	34.000	35.000	0.632	0.010	0.010	0.008	0.009
-1.570	-1.440	35.000	36.000	0.721	0.008	0.008	0.004	0.010
-1.570	-1.440	36.000	37.000	0.768	0.007	0.007	0.004	0.001
-1.570	-1.440	37.000	38.000	0.809	0.007	0.006	0.001	0.005
-1.570	-1.440	38.000	40.000	0.841	0.004	0.004	0.004	0.004
-1.570	-1.440	40.000	45.000	0.865	0.002	0.002	0.002	0.001
-1.570	-1.440	45.000	50.000	0.881	0.003	0.003	0.003	0.001
-1.570	-1.440	50.000	60.000	0.888	0.004	0.004	0.006	0.004
-1.570	-1.440	60.000	100.000	0.911	0.007	0.006	0.012	0.003
-1.570	-1.440	100.000	200.000	0.926	0.017	0.014	0.013	0.004
-1.440	-0.800	0.000	30.000	0.001	0.000	0.000	0.000	0.000
-1.440	-0.800	30.000	32.000	0.020	0.001	0.001	0.001	0.002
-1.440	-0.800	32.000	33.000	0.182	0.003	0.003	0.003	0.001
-1.440	-0.800	33.000	34.000	0.474	0.003	0.003	0.006	0.006
-1.440	-0.800	34.000	35.000	0.690	0.003	0.003	0.007	0.004
-1.440	-0.800	35.000	36.000	0.778	0.002	0.002	0.002	0.004
-1.440	-0.800	36.000	37.000	0.817	0.002	0.002	0.003	0.003
-1.440	-0.800	37.000	38.000	0.837	0.002	0.002	0.001	0.005
-1.440	-0.800	38.000	40.000	0.857	0.001	0.001	0.001	0.001
-1.440	-0.800	40.000	45.000	0.878	0.001	0.001	0.000	0.001
-1.440	-0.800	45.000	50.000	0.890	0.001	0.001	0.000	0.001
-1.440	-0.800	50.000	60.000	0.905	0.001	0.001	0.000	0.000
-1.440	-0.800	60.000	100.000	0.924	0.002	0.002	0.003	0.005
-1.440	-0.800	100.000	200.000	0.942	0.004	0.003	0.003	0.007
-0.800	0.000	0.000	30.000	0.001	0.000	0.000	0.000	0.000
-0.800	0.000	30.000	32.000	0.012	0.000	0.000	0.000	0.000
-0.800	0.000	32.000	33.000	0.206	0.002	0.002	0.001	0.002
-0.800	0.000	33.000	34.000	0.602	0.003	0.003	0.004	0.002
-0.800	0.000	34.000	35.000	0.789	0.002	0.002	0.004	0.002
-0.800	0.000	35.000	36.000	0.832	0.002	0.002	0.002	0.003
-0.800	0.000	36.000	37.000	0.847	0.002	0.002	0.002	0.001
-0.800	0.000	37.000	38.000	0.858	0.001	0.001	0.001	0.003
-0.800	0.000	38.000	40.000	0.869	0.001	0.001	0.001	0.001
-0.800	0.000	40.000	45.000	0.880	0.000	0.000	0.000	0.001
-0.800	0.000	45.000	50.000	0.892	0.001	0.001	0.001	0.000
-0.800	0.000	50.000	60.000	0.907	0.001	0.001	0.001	0.002
-0.800	0.000	60.000	100.000	0.925	0.001	0.001	0.002	0.004
-0.800	0.000	100.000	200.000	0.943	0.003	0.003	0.003	0.003
0.000	0.800	0.000	30.000	0.001	0.000	0.000	0.000	0.000
0.000	0.800	30.000	32.000	0.012	0.000	0.000	0.000	0.000
0.000	0.800	32.000	33.000	0.199	0.002	0.002	0.004	0.005
0.000	0.800	33.000	34.000	0.596	0.003	0.003	0.004	0.001
0.000	0.800	34.000	35.000	0.783	0.002	0.002	0.002	0.002
0.000	0.800	35.000	36.000	0.820	0.002	0.002	0.001	0.002
0.000	0.800	36.000	37.000	0.835	0.002	0.002	0.002	0.002
0.000	0.800	37.000	38.000	0.841	0.002	0.001	0.001	0.001
0.000	0.800	38.000	40.000	0.852	0.001	0.001	0.001	0.002
0.000	0.800	40.000	45.000	0.861	0.001	0.001	0.001	0.001
0.000	0.800	45.000	50.000	0.873	0.001	0.001	0.001	0.001
0.000	0.800	50.000	60.000	0.886	0.001	0.001	0.002	0.001
0.000	0.800	60.000	100.000	0.904	0.002	0.002	0.002	0.004
0.000	0.800	100.000	200.000	0.920	0.004	0.003	0.003	0.003
0.800	1.440	0.000	30.000	0.001	0.000	0.000	0.000	0.000
0.800	1.440	30.000	32.000	0.018	0.001	0.001	0.001	0.001
0.800	1.440	32.000	33.000	0.184	0.003	0.003	0.002	0.004
0.800	1.440	33.000	34.000	0.480	0.003	0.003	0.003	0.009
0.800	1.440	34.000	35.000	0.684	0.003	0.003	0.003	0.002
0.800	1.440	35.000	36.000	0.770	0.002	0.002	0.007	0.008
0.800	1.440	36.000	37.000	0.803	0.002	0.002	0.004	0.002
0.800	1.440	37.000	38.000	0.824	0.002	0.002	0.000	0.007
0.800	1.440	38.000	40.000	0.844	0.001	0.001	0.001	0.003
0.800	1.440	40.000	45.000	0.866	0.001	0.001	0.001	0.000
0.800	1.440	45.000	50.000	0.880	0.001	0.001	0.001	0.001
0.800	1.440	50.000	60.000	0.893	0.001	0.001	0.001	0.002
0.800	1.440	60.000	100.000	0.915	0.002	0.002	0.001	0.004
0.800	1.440	100.000	200.000	0.942	0.004	0.004	0.004	0.010
1.440	1.570	0.000	30.000	0.018	0.001	0.001	0.004	0.002
1.440	1.570	30.000	32.000	0.146	0.006	0.006	0.008	0.004
1.440	1.570	32.000	33.000	0.322	0.011	0.011	0.016	0.021
1.440	1.570	33.000	34.000	0.509	0.010	0.010	0.005	0.007
1.440	1.570	34.000	35.000	0.644	0.010	0.010	0.014	0.004
1.440	1.570	35.000	36.000	0.711	0.009	0.008	0.008	0.008
1.440	1.570	36.000	37.000	0.764	0.008	0.008	0.009	0.003
1.440	1.570	37.000	38.000	0.803	0.007	0.007	0.008	0.006
1.440	1.570	38.000	40.000	0.839	0.004	0.004	0.009	0.012
1.440	1.570	40.000	45.000	0.864	0.002	0.002	0.003	0.000
1.440	1.570	45.000	50.000	0.879	0.003	0.003	0.005	0.001
1.440	1.570	50.000	60.000	0.890	0.004	0.004	0.002	0.003
1.440	1.570	60.000	100.000	0.909	0.007	0.007	0.006	0.005
1.440	1.570	100.000	200.000	0.929	0.016	0.014	0.008	0.003
1.570	2.100	0.000	30.000	0.002	0.000	0.000	0.001	0.001
1.570	2.100	30.000	32.000	0.073	0.002	0.002	0.002	0.004
1.570	2.100	32.000	33.000	0.351	0.004	0.004	0.003	0.006
1.570	2.100	33.000	34.000	0.618	0.004	0.004	0.006	0.006
1.570	2.100	34.000	35.000	0.762	0.003	0.003	0.002	0.003
1.570	2.100	35.000	36.000	0.826	0.003	0.003	0.002	0.010
1.570	2.100	36.000	37.000	0.853	0.002	0.002	0.006	0.009
1.570	2.100	37.000	38.000	0.869	0.002	0.002	0.004	0.004
